# timestamp tx ty tz qx qy qz qw
1540822844.4948 6.97259757245842 3.38774968600291 -0.847227610346144 -0.226137021937389 -0.671406376547279 0.663736571271471 0.239852639755611
1540822844.4968 6.9725861979908 3.38769670563109 -0.847241527573222 -0.226178267336198 -0.671366235872842 0.663755488000196 0.23987376026641
1540822844.4988 6.97257287286238 3.38764543879484 -0.847255606368008 -0.226211510092778 -0.671331710367968 0.66377189955534 0.239893627920084
1540822844.5008 6.97255776555931 3.38759574078174 -0.847269820081743 -0.226237517926033 -0.671302298409356 0.66378601751936 0.239912343531491
1540822844.5028 6.97254103668425 3.38754747434096 -0.847284144259972 -0.226257017942271 -0.671277524023129 0.663798042721023 0.239930002402758
1540822844.5048 6.97252283913342 3.38750050950593 -0.84729855657065 -0.226270697626986 -0.671256936326557 0.663808165540208 0.239946694478221
1540822844.5068 6.97250331827362 3.38745472341698 -0.847313036732246 -0.226279205833474 -0.671240108960346 0.663816566203529 0.239962504496079
1540822844.5088 6.97248261211926 3.38741000014406 -0.84732756644185 -0.226283153768617 -0.671226639512608 0.663823415071819 0.239977512137134
1540822844.5108 6.97246085150938 3.38736623050946 -0.847342129303275 -0.2262831159762 -0.671216148935493 0.663828872920458 0.239991792171029
1540822844.5128 6.97243816028466 3.38732331191042 -0.847356710755164 -0.226279631318029 -0.671208280955433 0.663833091213419 0.240005414600309
1540822844.5148 6.9724146554645 3.38728114814189 -0.847371297999094 -0.226273203953171 -0.671202701477804 0.663836212371842 0.240018444802626
1540822844.5168 6.97239044742397 3.38723964921919 -0.847385879927684 -0.226264304315554 -0.671199097986794 0.663838370037875 0.240030943671373
1540822844.5188 6.97236564007089 3.38719873120065 -0.847400447052696 -0.226253370090164 -0.671197178941159 0.66383968933444 0.240042967755
1540822844.5208 6.97234033102285 3.38715831601038 -0.847414991433143 -0.22624080718806 -0.671196673166491 0.663840287121527 0.24005456939525
1540822844.5228 6.97231461178421 3.38711833126092 -0.847429506603391 -0.226226990720381 -0.671197329244562 0.663840272249564 0.240065796864512
1540822844.5248 6.97228856792314 3.38707871007589 -0.847443987501269 -0.226212265971542 -0.671198914900246 0.663839745810324 0.240076694502482
1540822844.5268 6.97226227924865 3.38703939091274 -0.84745843039617 -0.226196949371755 -0.671201216386459 0.663838801385821 0.240087302852288
1540822844.5288 6.97223581998762 3.38700031738539 -0.847472832817156 -0.22618132946901 -0.671204037867529 0.663837525295556 0.240097658796226
1540822844.5308 6.97220925896179 3.38696143808696 -0.847487193481066 -0.226165667900653 -0.67120720080132 0.663835996842449 0.240107795691226
1540822844.5328 6.97218265976485 3.38692270641243 -0.847501512220619 -0.226150200364646 -0.671210543320439 0.663834288557759 0.240117743504152
1540822844.5348 6.97215608093939 3.3868840803813 -0.847515789912519 -0.226135137590615 -0.671213919612763 0.663832466445213 0.240127528947036
1540822844.5368 6.97212957615399 3.38684552246032 -0.847530028405562 -0.226120666310757 -0.67121719930153 0.663830590224594 0.24013717561231
1540822844.5388 6.97210319438021 3.38680699938618 -0.847544230448736 -0.226106950230674 -0.67122026682517 0.663828713574929 0.240146704108106
1540822844.5408 6.97207698006961 3.38676848198814 -0.847558399619335 -0.226094131000193 -0.671223020817044 0.66382688437746 0.24015613219367
1540822844.5428 6.97205097333082 3.38672994501083 -0.847572540251055 -0.226082329184208 -0.67122537348521 0.663825144958497 0.24016547491493
1540822844.5448 6.97202521010652 3.38669136693678 -0.847586657362104 -0.226071645233597 -0.671227249992326 0.663823532332253 0.240174744740253
1540822844.5468 6.97199972235046 3.38665272980926 -0.847600756583305 -0.226062160456219 -0.671228587835764 0.663822078443747 0.240183951696395
1540822844.5488 6.97197453820454 3.38661401905485 -0.847614844086204 -0.226053937988045 -0.671229336228003 0.663820810411817 0.240193103504682
1540822844.5508 6.97194968217579 3.38657522330621 -0.847628926511172 -0.226047023764402 -0.671229455477318 0.66381975077228 0.240202205717406
1540822844.5528 6.97192517531339 3.38653633422472 -0.84764301089551 -0.226041447491365 -0.671228916368825 0.66381891772127 0.24021126185444
1540822844.5548 6.97190103538574 3.38649734632315 -0.847657104601557 -0.22603722361729 -0.671227699545849 0.663818325358755 0.240220273540082
1540822844.5568 6.97187727705744 3.38645825678842 -0.847671215244793 -0.226034352304498 -0.671225794891648 0.663817983932226 0.240229240640095
1540822844.5588 6.97185391206634 3.38641906530423 -0.847685350621944 -0.226032820401088 -0.671223200911458 0.663817900080556 0.240238161398949
1540822844.5608 6.97183094940056 3.38637977387374 -0.847699518639088 -0.226032602412891 -0.671219924114848 0.663818077078009 0.240247032577239
1540822844.5628 6.97180839547551 3.38634038664232 -0.847713727239758 -0.226033661475551 -0.671215978398353 0.663818515078358 0.240255849589267
1540822844.5648 6.97178625431092 3.38630090972016 -0.84772798433305 -0.226035950326718 -0.671211384428355 0.663819211359108 0.240264606640762
1540822844.5668 6.97176452770789 3.386261351005 -0.847742297721728 -0.226039412278337 -0.671206169024173 0.66382016056576 0.240273296866725
1540822844.5688 6.97174321542584 3.38622172000481 -0.847756675030324 -0.226043982189038 -0.671200364541325 0.663821354956117 0.240281912469372
1540822844.5708 6.97172231535965 3.38618202766046 -0.84777112363325 -0.226049587436595 -0.671194008254922 0.663822784644566 0.240290444856159
1540822844.5728 6.97170182371656 3.38614228616846 -0.847785650582899 -0.226056148890446 -0.671187141743159 0.663824437846319 0.24029888477787
1540822844.5748 6.97168173519331 3.38610250880357 -0.847800262537751 -0.226063581884263 -0.671179810270851 0.663826301121583 0.240307222466741
1540822844.5768 6.97166204315307 3.38606270974156 -0.847814965690478 -0.226071797188561 -0.671172062173 0.663828359619613 0.240315447774611
1540822844.5788 6.97164273980255 3.38602290388183 -0.847829765696049 -0.226080701983322 -0.671163948238338 0.663830597322639 0.240323550311079
1540822844.5808 6.97162381636896 3.38598310667015 -0.847844667599836 -0.22609020083064 -0.671155521092833 0.663832997289635 0.240331519581659
1540822844.5828 6.97160526327705 3.38594333392134 -0.847859675765717 -0.226100196647362 -0.671146834583115 0.663835541899905 0.240339345125906
1540822844.5848 6.97158707032617 3.38590360164191 -0.847874793804183 -0.226110591677727 -0.671137943159819 0.663838213096493 0.240347016655524
1540822844.5868 6.97156922686727 3.38586392585281 -0.847890024500444 -0.226121288465984 -0.67112890126082 0.663840992629378 0.240354524192429
1540822844.5888 6.9715517219799 3.38582432241208 -0.84790536974253 -0.226132190829001 -0.671119762694338 0.663843862298476 0.240361858206774
1540822844.5908 6.97153454464928 3.38578480683754 -0.847920830449399 -0.226143204828841 -0.671110580021924 0.66384680419643 0.240369009754926
1540822844.5928 6.97151768394331 3.38574539412949 -0.847936406499043 -0.226154239745317 -0.671101403941315 0.663849800951208 0.240375970617395
1540822844.5948 6.9715011291896 3.38570609859338 -0.847952096656592 -0.22616520904852 -0.67109228266916 0.663852835968504 0.240382733436722
1540822844.5968 6.97148487015084 3.38566693366425 -0.847967898503489 -0.226176031361857 -0.671083261329645 0.663855893671638 0.240389291853856
1540822844.5988 6.97146889715851 3.38562791177552 -0.847983808394557 -0.226186631179166 -0.67107438149951 0.663858959680696 0.240395640606343
1540822844.6008 6.9714532011402 3.38558904434097 -0.847999821485837 -0.226196938957577 -0.67106568115025 0.663862020837739 0.240401775529646
